종목코드,종목명,현재가,전일대비변동액,등락률,NAV,3개월수익률,거래량,거래대금(백만),시가총액(억),NAV괴리율(%),운용사
0184V0,UNICORN K바이오액티브,5440,-10,-0.18,5439.0,,11648,64,60,0.02,현대자산운용 (UNICORN)
0053M0,더제이 중소형포커스액티브,13235,225,1.73,12957.0,-11.8404,142,1,60,2.15,기타
0114X0,RISE 글로벌게임테크TOP3Plus,8490,20,0.24,8482.0,3.4188,1455,12,59,0.09,KB자산운용 (RISE)
476310,RISE 글로벌비만산업TOP2+,10775,160,1.51,10887.0,12.8654,1503,16,59,-1.03,KB자산운용 (RISE)
0132D0,KoAct 글로벌K컬처밸류체인액티브,9090,-115,-1.25,9158.0,-7.95,64655,590,59,-0.74,삼성액티브자산운용 (KoAct)
400580,SOL 유럽탄소배출권선물S&P(H),11755,-25,-0.21,11814.0,9.3271,753,8,59,-0.5,신한자산운용 (SOL)
0191B0,MIDAS 코스닥액티브,28935,-230,-0.79,28761.0,,753,22,58,0.6,기타
289670,PLUS 국채선물10년,51530,-250,-0.48,51530.0,-4.2619,259,13,58,0.0,한화자산운용 (PLUS)
0154H0,KoAct 차이나바이오헬스케어액티브,8870,220,2.54,8975.0,-11.7347,3108,27,58,-1.17,삼성액티브자산운용 (KoAct)
413220,SOL 차이나태양광CSI(합성),4785,40,0.84,4840.0,-25.3931,5204,24,57,-1.14,신한자산운용 (SOL)
314700,HANARO 농업융복합산업,10265,110,1.08,10291.0,-20.733,218,2,56,-0.25,NH-Amundi자산운용 (HANARO)
0078V0,PLUS 미국로보택시,10230,0,0.0,10190.0,-9.5489,300,3,56,0.39,한화자산운용 (PLUS)
139240,TIGER 200 철강소재,9350,270,2.97,9353.0,-39.6536,4512,42,56,-0.03,미래에셋자산운용 (TIGER)
469530,RISE 미국달러선물인버스,8760,-45,-0.51,8757.0,0.0568,16,0,56,0.03,KB자산운용 (RISE)
499150,SOL 미국S&P500엔화노출(H),11085,35,0.32,11141.0,2.2557,155,1,55,-0.5,신한자산운용 (SOL)
432600,RISE 국채선물3년,54995,-20,-0.04,54981.0,-0.4074,2,0,55,0.03,KB자산운용 (RISE)
267450,RISE 미국장기국채선물인버스(H),10980,35,0.32,11037.0,1.5777,1,0,55,-0.52,KB자산운용 (RISE)
483030,KIWOOM 미국블록버스터바이오테크의약품+,12185,140,1.16,12282.0,6.9421,3130,38,55,-0.79,기타
490330,KoAct 미국치매&뇌질환치료제액티브,15640,455,3.0,15704.0,19.4728,2549,39,55,-0.41,삼성액티브자산운용 (KoAct)
220130,SOL 차이나강소기업CSI500(합성 H),6835,90,1.33,6771.0,-3.6429,3530,23,55,0.95,신한자산운용 (SOL)
0131A0,SOL 차이나소비트렌드,8380,45,0.54,8419.0,-19.2345,1467,12,54,-0.46,신한자산운용 (SOL)
261920,ACE MSCI필리핀(합성),13605,-225,-1.63,13700.0,3.712,43,0,54,-0.69,한국투자신탁운용 (ACE)
0073X0,FOCUS 알리바바미국채커버드콜혼합,9875,-105,-1.05,9934.0,-4.5672,1580,15,54,-0.59,기타
474390,SOL 국고채30년액티브,40065,-285,-0.71,40125.0,-16.7355,26,1,54,-0.15,신한자산운용 (SOL)
321410,KODEX 멀티에셋하이인컴(H),10700,30,0.28,10707.0,-0.3662,6,0,54,-0.07,삼성자산운용 (KODEX)
483020,KIWOOM 의료AI,8905,-35,-0.39,8903.0,-33.3592,2929,26,53,0.02,기타
411860,KIWOOM 독일DAX,17700,230,1.32,17664.0,-2.3893,675,11,53,0.2,기타
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),10550,5,0.05,10589.0,-1.3131,1385,14,53,-0.37,기타
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,7525,-210,-2.71,7603.0,-4.2745,3509,26,53,-1.03,한화자산운용 (PLUS)
391600,ACE 미국친환경그린테마,11650,45,0.39,11861.0,-5.9563,11191,130,52,-1.78,한국투자신탁운용 (ACE)
0174J0,DAISHIN343 오피스리츠플러스,8615,60,0.7,8565.0,-20.9395,1,0,52,0.58,기타
488200,KIWOOM K-2차전지북미공급망,11355,435,3.98,11264.0,-32.7408,1583,18,51,0.81,기타
295000,RISE 국채선물10년,50860,-205,-0.4,50888.0,-4.2921,3,0,51,-0.06,KB자산운용 (RISE)
498610,RISE 인도디지털성장,8415,20,0.24,8416.0,-3.5058,3804,32,50,-0.01,KB자산운용 (RISE)
252420,RISE 200선물인버스2X,101,-4,-3.81,101.0,-43.8503,1524915,144,50,0.0,KB자산운용 (RISE)
307510,TIGER 의료기기,12525,-125,-0.99,12532.0,-30.4181,2639,33,50,-0.06,미래에셋자산운용 (TIGER)
0015K0,TIGER 미국소비트렌드액티브,7470,0,0.0,7450.0,-4.0463,40,0,49,0.27,미래에셋자산운용 (TIGER)
267440,RISE 미국장기국채선물(H),8070,-90,-1.1,8145.0,-2.7993,60,0,48,-0.92,KB자산운용 (RISE)
470310,UNICORN 생성형AI강소기업액티브,15930,380,2.44,15916.0,-0.7342,43,0,48,0.09,현대자산운용 (UNICORN)
315270,TIGER 200커뮤니케이션서비스,19785,535,2.78,19775.0,-16.3577,6380,126,47,0.05,미래에셋자산운용 (TIGER)
373790,KIWOOM 미국방어배당성장나스닥,16485,-140,-0.84,16540.0,0.9722,244,4,46,-0.33,기타
244660,KODEX 퀄리티Plus,8995,65,0.73,8963.0,-13.1849,3,0,45,0.36,삼성자산운용 (KODEX)
205720,ACE 일본TOPIX인버스(합성 H),1482,-4,-0.27,1483.0,-7.125,1033,1,44,-0.07,한국투자신탁운용 (ACE)
266550,PLUS 중형주저변동50,17720,220,1.26,17727.0,-14.9915,7,0,44,-0.04,한화자산운용 (PLUS)
488210,KIWOOM K-반도체북미공급망,21820,140,0.65,21612.0,-11.0402,1067,24,44,0.96,기타
0050E0,PLUS 미국AI에이전트,7850,-180,-2.24,7896.0,1.6523,2213,17,43,-0.58,한화자산운용 (PLUS)
243890,TIGER 200에너지화학레버리지,8180,515,6.72,8222.0,-31.8061,52848,445,43,-0.51,미래에셋자산운용 (TIGER)
277650,TIGER 코스피중형주,19845,580,3.01,19787.0,-22.0419,452,9,40,0.29,미래에셋자산운용 (TIGER)
291680,RISE 차이나H선물인버스(H),7885,10,0.13,8010.0,4.0978,16,0,39,-1.56,KB자산운용 (RISE)
238670,PLUS 스마트베타Quality채권혼합,13125,60,0.46,13076.0,-1.8527,152,1,39,0.37,한화자산운용 (PLUS)
334690,RISE 팔라듐선물(H),5940,90,1.54,5993.0,-19.3104,22905,136,39,-0.88,KB자산운용 (RISE)
226380,ACE Fn성장소비주도주,5450,55,1.02,5409.0,-19.2595,550,2,38,0.76,한국투자신탁운용 (ACE)
227550,TIGER 200 산업재,11210,350,3.22,11160.0,-28.7145,1281,14,38,0.45,미래에셋자산운용 (TIGER)
225030,TIGER 미국S&P500선물인버스(H),2305,0,0.0,2304.0,-4.3569,9652,22,38,0.04,미래에셋자산운용 (TIGER)
291630,KIWOOM 코스닥150선물레버리지,3080,10,0.33,3082.0,-63.2995,67711,220,37,-0.06,기타
0079X0,ACE BYD밸류체인액티브,10555,-95,-0.89,10559.0,-17.0238,22286,237,37,-0.04,한국투자신탁운용 (ACE)
267490,RISE 미국장기국채선물레버리지(합성 H),5030,-45,-0.89,5113.0,-8.0616,2557,12,35,-1.62,KB자산운용 (RISE)
454180,KIWOOM 차이나내수소비TOP CSI,8090,-70,-0.86,8195.0,-6.2516,17656,141,32,-1.28,기타
145670,ACE 인버스,1376,-24,-1.71,1377.0,-20.4094,258319,341,32,-0.07,한국투자신탁운용 (ACE)
489010,PLUS 글로벌AI인프라,21075,855,4.23,20805.0,2.5615,1297,27,32,1.3,한화자산운용 (PLUS)
227560,TIGER 200 생활소비재,12120,-75,-0.62,12146.0,-11.5815,2433,29,32,-0.21,미래에셋자산운용 (TIGER)
253230,KIWOOM 200선물인버스2X,97,-3,-3.0,96.0,-44.7514,1242977,112,31,1.04,기타
476000,UNICORN 포스트IPO액티브,5475,360,7.04,5428.0,-56.3008,348,1,30,0.87,현대자산운용 (UNICORN)
427120,RISE AI플랫폼,4725,120,2.61,4668.0,-34.8266,1504,7,29,1.22,KB자산운용 (RISE)
291620,KIWOOM 코스닥150선물인버스,5110,-20,-0.39,5105.0,43.6974,16262,81,29,0.1,기타
306530,HANARO 코스닥150선물레버리지,6135,55,0.9,6130.0,-64.0344,33788,219,28,0.08,NH-Amundi자산운용 (HANARO)
252410,RISE 200선물인버스,1405,-18,-1.26,1408.0,-20.7243,25347,34,28,-0.21,KB자산운용 (RISE)
280940,KODEX 골드선물인버스(H),3625,-90,-2.42,3652.0,17.5632,7533,27,27,-0.74,삼성자산운용 (KODEX)
275750,RISE 코스닥150선물인버스,2880,0,0.0,2887.0,41.8719,4187,11,26,-0.24,KB자산운용 (RISE)
491630,RISE 미국반도체인버스(합성 H),5300,-205,-3.72,5272.0,-30.3165,3311,17,25,0.53,KB자산운용 (RISE)
334700,RISE 팔라듐선물인버스(H),3390,-80,-2.31,3380.0,14.9006,767,2,22,0.3,KB자산운용 (RISE)
397420,RISE 국채선물5년추종,50330,0,0.0,50256.0,-1.5743,0,0,21,0.15,KB자산운용 (RISE)
253160,PLUS 200선물인버스2X,199,-5,-2.45,198.0,-46.1742,913375,167,18,0.51,한화자산운용 (PLUS)
253240,KIWOOM 200선물인버스,1401,-14,-0.99,1406.0,-21.3452,180164,243,17,-0.36,기타
465620,ACE 미국빅테크TOP7 Plus인버스(합성),6445,25,0.39,6407.0,-4.3932,83,0,16,0.59,한국투자신탁운용 (ACE)
306520,HANARO 200선물인버스,2570,-40,-1.53,2575.0,-19.32,26408,65,15,-0.19,NH-Amundi자산운용 (HANARO)
412560,TIGER BBIG레버리지,1521,36,2.42,1518.0,-46.8695,16138,24,10,0.2,미래에셋자산운용 (TIGER)
