종목코드,종목명,현재가,전일대비변동액,등락률,NAV,3개월수익률,거래량,거래대금(백만),시가총액(억),NAV괴리율(%),운용사
456680,TIGER 차이나전기차레버리지(합성),7215,-240,-3.22,7289.0,-38.363,7773,57,428,-1.02,미래에셋자산운용 (TIGER)
407830,에셋플러스 글로벌플랫폼액티브,15255,110,0.73,15311.0,-1.4639,965,14,427,-0.37,기타
305050,ACE 코스피,70985,1085,1.55,71112.0,5.7523,2502,183,426,-0.18,한국투자신탁운용 (ACE)
0191M0,마이티 5월만기자동연장특수채(AAA)액티브,100370,0,0.0,100381.0,,0,0,416,-0.01,기타 (MIGHTY)
448570,FOCUS AI코리아액티브,30435,890,3.01,30136.0,4.9398,17,0,411,0.99,기타
449690,TIGER 한중반도체(합성),54745,325,0.6,54991.0,33.317,557,31,411,-0.45,미래에셋자산운용 (TIGER)
472840,IBK 200,108535,855,0.79,108980.0,12.062,957,107,407,-0.41,기타
0189B0,TIGER 은액티브,7970,175,2.25,7998.0,,47093,374,406,-0.35,미래에셋자산운용 (TIGER)
491830,TIGER 미국AI반도체팹리스,23215,295,1.29,23490.0,29.7708,42220,988,406,-1.17,미래에셋자산운용 (TIGER)
437070,KODEX 아시아달러채권ESG플러스액티브,63960,255,0.4,63934.0,-0.3085,310,19,404,0.04,삼성자산운용 (KODEX)
183700,RISE 200채권혼합50,96200,430,0.45,96166.0,5.944,8233,802,404,0.04,KB자산운용 (RISE)
322410,HANARO K고배당,22415,265,1.2,22408.0,-8.575,6448,145,403,0.03,NH-Amundi자산운용 (HANARO)
139280,TIGER 경기방어,11980,120,1.01,11956.0,-13.9349,3950,47,400,0.2,미래에셋자산운용 (TIGER)
352540,KODEX 일본부동산리츠(H),11755,-15,-0.13,11792.0,-2.4284,4874,57,400,-0.31,삼성자산운용 (KODEX)
465350,RISE 2차전지TOP10인버스(합성),19795,-295,-1.47,19874.0,44.4804,45095,873,396,-0.4,KB자산운용 (RISE)
400970,TIGER Fn메타버스,7550,125,1.68,7552.0,-10.7276,2437,18,393,-0.03,미래에셋자산운용 (TIGER)
0141T0,SOL 중기종합채권(AA-이상)액티브,49990,-5,-0.01,50010.0,-0.3786,3,0,389,-0.04,신한자산운용 (SOL)
139320,TIGER 금은선물(H),17280,270,1.59,17036.0,-17.0649,5460,93,389,1.43,미래에셋자산운용 (TIGER)
261120,TIGER 미국달러선물인버스2X,4615,-55,-1.18,4612.0,-1.2685,1638,7,388,0.07,미래에셋자산운용 (TIGER)
275280,KODEX 모멘텀주,42945,520,1.23,42939.0,13.9769,9945,442,387,0.01,삼성자산운용 (KODEX)
147970,TIGER 모멘텀,80400,2225,2.85,80362.0,-4.6184,2731,223,386,0.05,미래에셋자산운용 (TIGER)
316670,KIWOOM 코스닥150,6335,10,0.16,6353.0,-36.2104,74204,479,383,-0.28,기타
465660,TIGER 일본반도체FACTSET,28200,250,0.89,28209.0,17.5611,38899,1135,381,-0.03,미래에셋자산운용 (TIGER)
498860,RISE 코리아금융고배당,17300,35,0.2,17322.0,-16.8298,18479,324,381,-0.13,KB자산운용 (RISE)
459560,KODEX 테슬라밸류체인FactSet,24350,515,2.16,24499.0,10.0874,14583,357,377,-0.61,삼성자산운용 (KODEX)
468630,KODEX iShares미국투자등급회사채액티브,11710,25,0.21,11720.0,-1.4108,47137,552,376,-0.09,삼성자산운용 (KODEX)
0154F0,WON 초대형IB&금융지주,12550,30,0.24,12550.0,-13.8471,14744,187,370,0.0,우리자산운용 (WON)
195930,TIGER 유로스탁스50(합성 H),23110,210,0.92,23131.0,5.5786,2618,60,370,-0.09,미래에셋자산운용 (TIGER)
0100K0,KODEX 방산TOP10레버리지,6590,315,5.02,6640.0,-60.2345,317229,2125,369,-0.75,삼성자산운용 (KODEX)
352560,KODEX 미국부동산리츠(H),12690,-65,-0.51,12676.0,2.5341,29138,369,368,0.11,삼성자산운용 (KODEX)
474800,KIWOOM 미국원유에너지기업,15875,205,1.31,15943.0,5.2837,78222,1244,365,-0.43,기타
174360,RISE 중국본토대형주CSI100,26045,210,0.81,26088.0,1.7125,2309,60,365,-0.16,KB자산운용 (RISE)
292770,KODEX 국채선물3년인버스,57790,55,0.1,57782.0,1.4585,100,5,364,0.01,삼성자산운용 (KODEX)
476690,TIGER 글로벌비만치료제TOP2Plus,11355,130,1.16,11412.0,12.0553,17585,200,363,-0.5,미래에셋자산운용 (TIGER)
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),7725,-35,-0.45,7730.0,1.2356,5459,42,363,-0.06,삼성자산운용 (KODEX)
138910,KODEX 구리선물(H),9965,65,0.66,9978.0,5.3191,54455,544,359,-0.13,삼성자산운용 (KODEX)
153270,KIWOOM 코스피100,84770,1385,1.66,84873.0,13.3849,2826,249,356,-0.12,기타
415340,KODEX 차이나과창판STAR50(합성),17100,-15,-0.09,17162.0,33.7631,45142,791,354,-0.36,삼성자산운용 (KODEX)
365000,TIGER 인터넷TOP10,3535,65,1.87,3537.0,-28.6039,268808,960,354,-0.06,미래에셋자산운용 (TIGER)
104530,KIWOOM 코리아고배당,17230,120,0.7,17224.0,-16.5519,6641,115,353,0.03,기타
292560,TIGER 일본엔선물,8400,10,0.12,8410.0,-1.8714,17912,150,353,-0.12,미래에셋자산운용 (TIGER)
0112X0,마이티 200TR,41200,365,0.89,41189.0,12.3229,7048,299,350,0.03,기타 (MIGHTY)
099140,KODEX 차이나H,22575,-295,-1.29,22573.0,-4.5076,6434,145,350,0.01,삼성자산운용 (KODEX)
256440,ACE MSCI인도네시아(합성),5725,35,0.62,5760.0,-21.8944,35350,203,349,-0.61,한국투자신탁운용 (ACE)
322400,HANARO e커머스,10195,130,1.29,10179.0,-15.9289,1255,12,347,0.16,NH-Amundi자산운용 (HANARO)
252710,TIGER 200선물인버스2X,106,-3,-2.75,105.0,-43.5234,83398685,8170,345,0.95,미래에셋자산운용 (TIGER)
241390,RISE V&S셀렉트밸류채권혼합,15665,215,1.39,15617.0,-3.5248,3295,51,345,0.31,KB자산운용 (RISE)
491090,KODEX 미국테크TOP3플러스,18610,50,0.27,18673.0,7.7181,53221,990,344,-0.34,삼성자산운용 (KODEX)
0085N0,ACE 미국10년국채액티브(H),9815,-25,-0.25,9813.0,-1.4476,18608,182,344,0.02,한국투자신탁운용 (ACE)
105780,RISE 5대그룹주,17070,365,2.18,17056.0,11.7781,11231,197,341,0.08,KB자산운용 (RISE)
276650,RISE 글로벌테크놀로지(합성 H),45465,465,1.03,45537.0,9.823,297,13,341,-0.16,KB자산운용 (RISE)
494340,ACE 글로벌AI맞춤형반도체,21165,500,2.42,21517.0,18.6961,12005,257,339,-1.64,한국투자신탁운용 (ACE)
271060,KODEX 3대농산물선물(H),8385,75,0.9,8391.0,0.3623,59494,497,337,-0.07,삼성자산운용 (KODEX)
464920,PLUS 일본반도체소부장,26895,175,0.65,26933.0,10.3852,12634,349,336,-0.14,한화자산운용 (PLUS)
415920,PLUS 글로벌희토류&전략자원생산기업,7140,120,1.71,7124.0,-31.6303,26435,189,336,0.22,한화자산운용 (PLUS)
385520,KODEX 자율주행액티브,15950,780,5.14,15825.0,-11.9086,7567,122,335,0.79,삼성자산운용 (KODEX)
450190,KODEX 한중반도체(합성),55525,845,1.55,55461.0,32.8151,1949,109,333,0.12,삼성자산운용 (KODEX)
122260,KIWOOM 통안채1년,103840,5,0.0,103853.0,0.4935,25,2,332,-0.01,기타
139270,TIGER 200 금융,16930,20,0.12,16970.0,-0.4343,18257,313,332,-0.24,미래에셋자산운용 (TIGER)
459750,RISE 글로벌주식분산액티브,18920,320,1.72,18795.0,3.3907,3827,72,331,0.67,KB자산운용 (RISE)
449780,KIWOOM 미국S&P500(H),18330,25,0.14,18365.0,4.6584,7880,144,330,-0.19,기타
494410,PLUS 미국S&P500성장주,14875,160,1.09,14942.0,6.4723,847,12,327,-0.45,한화자산운용 (PLUS)
245350,TIGER 유로스탁스배당30,20440,70,0.34,20364.0,3.62,2472,50,327,0.37,미래에셋자산운용 (TIGER)
476070,KODEX 글로벌비만치료제TOP2 Plus,11885,145,1.24,11894.0,10.8948,7483,88,327,-0.08,삼성자산운용 (KODEX)
192720,파워 고배당저변동성,57245,310,0.54,57375.0,-4.7644,1875,107,326,-0.23,기타
0164G0,RISE 차이나AI반도체TOP4Plus,15500,-185,-1.18,15655.0,38.3767,132076,2111,326,-0.99,KB자산운용 (RISE)
380340,ACE 코리아AI테크핵심산업,27065,690,2.62,27031.0,13.9867,59389,1669,325,0.13,한국투자신탁운용 (ACE)
0204S0,TIGER 코스닥액티브,6715,-285,-4.07,6721.0,,135420,944,324,-0.09,미래에셋자산운용 (TIGER)
0138T0,RISE 미국S&P500데일리고정커버드콜,10085,75,0.75,10101.0,5.4106,20472,205,323,-0.16,KB자산운용 (RISE)
0186S0,1Q 코스닥150채권혼합50액티브,7915,-15,-0.19,7941.0,,244505,1969,321,-0.33,기타
395170,KODEX Top10동일가중,16000,365,2.33,16028.0,-5.8413,13817,229,320,-0.17,삼성자산운용 (KODEX)
496770,PLUS 글로벌방산,17775,55,0.31,17829.0,-10.0777,11843,210,320,-0.3,한화자산운용 (PLUS)
261140,TIGER 우선주,23875,670,2.89,23853.0,-8.5603,20049,485,320,0.09,미래에셋자산운용 (TIGER)
0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),8840,80,0.91,8819.0,-2.5751,8113,71,318,0.24,KB자산운용 (RISE)
387270,TIGER 글로벌이노베이션액티브,26190,320,1.24,26342.0,7.7916,11268,300,317,-0.58,미래에셋자산운용 (TIGER)
395290,HANARO Fn K-POP&미디어,5070,25,0.5,5061.0,-28.5917,91675,466,317,0.18,NH-Amundi자산운용 (HANARO)
0107F0,KIWOOM 미국고배당&AI테크,12420,45,0.36,12472.0,8.3235,9008,111,317,-0.42,기타
0203S0,WON 삼성전자현대차채권혼합50,8660,125,1.46,8671.0,,60810,534,316,-0.13,우리자산운용 (WON)
426150,WON 대한민국국고채액티브,50795,-215,-0.42,50852.0,-6.7374,149,7,316,-0.11,우리자산운용 (WON)
446690,KODEX 아시아AI반도체exChina액티브,63015,1230,1.99,63053.0,15.3894,18503,1199,315,-0.06,삼성자산운용 (KODEX)
156080,KODEX MSCI Korea,52370,750,1.45,52326.0,14.2111,590,31,314,0.08,삼성자산운용 (KODEX)
275290,KODEX 가치주,34890,285,0.82,34907.0,18.6606,1217,43,314,-0.05,삼성자산운용 (KODEX)
266360,KODEX K콘텐츠,9760,75,0.77,9762.0,-19.2978,9748,95,312,-0.02,삼성자산운용 (KODEX)
450910,SOL 코스닥150,12520,135,1.09,12466.0,-36.4083,22327,284,310,0.43,신한자산운용 (SOL)
0089B0,PLUS 미국나스닥100미국채혼합50,11905,80,0.68,11947.0,4.908,39902,475,310,-0.35,한화자산운용 (PLUS)
248270,TIGER S&P글로벌헬스케어(합성),27045,360,1.35,26993.0,5.4743,10111,271,308,0.19,미래에셋자산운용 (TIGER)
0155M0,ACE 미국SMR원자력TOP10,7395,345,4.89,7397.0,-24.4373,21787,163,307,-0.03,한국투자신탁운용 (ACE)
0023B0,PLUS 미국양자컴퓨팅TOP10,15695,285,1.85,15728.0,-9.3518,27399,433,306,-0.21,한화자산운용 (PLUS)
0198A0,KIWOOM 코스닥150커버드콜액티브,8500,5,0.06,8518.0,,400039,3469,306,-0.21,기타
459790,KIWOOM 미국성장기업30액티브,21665,285,1.33,21727.0,4.7012,821,17,303,-0.29,기타
475380,RISE 글로벌리얼티인컴,11230,75,0.67,11201.0,-4.4405,2946,33,303,0.26,KB자산운용 (RISE)
469790,KIWOOM 코리아테크TOP10,43130,720,1.7,43127.0,27.8156,2978,133,302,0.01,기타
0198D0,1Q SK하이닉스선물단일종목레버리지,12750,180,1.43,12900.0,,511175,7254,300,-1.16,기타
227540,TIGER 200 헬스케어,17440,30,0.17,17431.0,-19.7823,7157,125,296,0.05,미래에셋자산운용 (TIGER)
469050,RISE 미국반도체NYSE(H),32865,185,0.57,33393.0,28.2453,22677,756,296,-1.58,KB자산운용 (RISE)
0137W0,KIWOOM 미국S&P500&GOLD,10800,60,0.56,10859.0,3.4675,4975,53,292,-0.54,기타
145850,TREX 펀더멘탈 200,115355,0,0.0,116630.0,13.3371,0,0,288,-1.09,기타
0083S0,1Q 미국메디컬AI,9940,100,1.02,10030.0,-6.7299,51498,513,288,-0.9,기타
437350,RISE 미국단기투자등급회사채액티브,13040,50,0.38,13045.0,0.3088,30245,394,287,-0.04,KB자산운용 (RISE)
0067V0,TIGER 차이나글로벌리더스TOP3+,10815,-200,-1.82,10900.0,-1.1221,19108,208,287,-0.78,미래에셋자산운용 (TIGER)
269420,KODEX S&P글로벌인프라(합성),24120,-140,-0.58,24333.0,0.2562,1698,41,286,-0.88,삼성자산운용 (KODEX)
245360,TIGER 차이나HSCEI,12975,-45,-0.35,12944.0,-5.34,4797,62,285,0.24,미래에셋자산운용 (TIGER)
489290,WON 미국빌리어네어,15410,-125,-0.8,15443.0,-1.8016,654,10,285,-0.21,우리자산운용 (WON)
261250,KODEX 미국달러선물레버리지,18255,195,1.08,18270.0,1.0632,34224,623,285,-0.08,삼성자산운용 (KODEX)
0065G0,KODEX 차이나테크TOP10,9760,-335,-3.32,9816.0,-1.1251,83652,840,283,-0.57,삼성자산운용 (KODEX)
414270,ACE 글로벌자율주행액티브,12840,200,1.58,12841.0,-5.7069,101936,1307,282,-0.01,한국투자신탁운용 (ACE)
419430,KODEX 차이나2차전지MSCI(합성),10037,212,2.16,9957.0,-23.1221,2088,20,281,0.8,삼성자산운용 (KODEX)
289480,TIGER 200커버드콜,12170,170,1.42,11951.0,7.2327,35372,434,280,1.83,미래에셋자산운용 (TIGER)
0198B0,1Q 삼성전자선물단일종목레버리지,13105,235,1.83,13191.0,,164529,2310,280,-0.65,기타
477730,KODEX 인도타타그룹,7865,5,0.06,7882.0,-8.8606,1779,14,279,-0.22,삼성자산운용 (KODEX)
0155N0,HANARO K휴머노이드테마TOP10,7425,775,11.65,7428.0,-27.7959,238879,1799,278,-0.04,NH-Amundi자산운용 (HANARO)
0218J0,RISE 미국우주&로봇TOP2미국채혼합50,9280,90,0.98,9335.0,,91112,847,278,-0.59,KB자산운용 (RISE)
0166N0,PLUS 코스닥150액티브,7310,-25,-0.34,7306.0,-35.0033,25207,189,278,0.05,한화자산운용 (PLUS)
223190,KODEX 200가치저변동,27645,630,2.33,27535.0,1.5557,694,19,276,0.4,삼성자산운용 (KODEX)
440340,TIGER 글로벌멀티에셋TIF액티브,12815,145,1.14,12825.0,1.2892,6833,87,276,-0.08,미래에셋자산운용 (TIGER)
493420,SOL 미국배당다우존스2호,13080,80,0.62,13072.0,6.5088,12572,164,275,0.06,신한자산운용 (SOL)
0152E0,SOL 배당성향탑픽액티브,11150,65,0.59,11167.0,-8.3239,21561,242,273,-0.15,신한자산운용 (SOL)
0184E0,1Q 200채권혼합50액티브,10955,90,0.83,10978.0,7.2556,88949,991,268,-0.21,기타
461600,SOL 미국30년국채액티브(H),8420,-50,-0.59,8438.0,-3.1447,46545,391,265,-0.21,신한자산운용 (SOL)
0097L0,KIWOOM 한국고배당&미국AI테크,12905,115,0.9,12924.0,-1.4266,5727,74,265,-0.15,기타
261060,TIGER 코스닥150IT,22020,-35,-0.16,22026.0,-21.5417,31555,720,264,-0.03,미래에셋자산운용 (TIGER)
0093D0,KoAct 팔란티어밸류체인액티브,18170,255,1.42,18361.0,13.3502,29015,532,263,-1.04,삼성액티브자산운용 (KoAct)
167860,KIWOOM 국고채10년레버리지,90640,-635,-0.7,90654.0,-8.93,10,0,263,-0.02,기타
483570,KCGI 미국S&P500 TOP10,16360,-65,-0.4,16412.0,3.0103,2262,37,262,-0.32,기타
185680,KODEX 미국S&P바이오(합성),48842,757,1.57,48952.0,10.7821,959,46,260,-0.22,삼성자산운용 (KODEX)
0047R0,RISE 팔란티어고정테크100,14830,-100,-0.67,14880.0,6.149,8105,120,260,-0.34,KB자산운용 (RISE)
0150K0,KoAct 수소전력ESS인프라액티브,9230,315,3.53,9231.0,-42.9258,46713,437,258,-0.01,삼성액티브자산운용 (KoAct)
469160,ACE 일본반도체,28550,400,1.42,28519.0,17.6593,71983,2106,257,0.11,한국투자신탁운용 (ACE)
0223R0,TIGER 미국테크NYSE100액티브,10240,175,1.74,10422.0,,1331719,13829,256,-1.75,미래에셋자산운용 (TIGER)
496120,ACE 코리아밸류업,34050,385,1.14,34080.0,16.7074,1194,41,255,-0.09,한국투자신탁운용 (ACE)
411540,SOL 200 Top10,16945,255,1.53,16905.0,-5.7387,5148,89,254,0.24,신한자산운용 (SOL)
117460,KODEX 에너지화학,12930,390,3.11,12934.0,-27.5653,19954,259,253,-0.03,삼성자산운용 (KODEX)
280930,KODEX 미국러셀2000(H),16870,90,0.54,16920.0,4.9734,2079,35,253,-0.3,삼성자산운용 (KODEX)
0115C0,RISE 미국고배당다우존스TOP10,11440,90,0.79,11429.0,2.0341,5595,63,252,0.1,KB자산운용 (RISE)
277540,ACE 아시아TOP50,33510,165,0.49,33358.0,11.8959,975,33,251,0.46,한국투자신탁운용 (ACE)
138230,KIWOOM 미국달러선물,17285,85,0.49,17296.0,1.0279,517,8,251,-0.06,기타
388280,RISE K엔터&여행레저,7530,-20,-0.26,7527.0,-6.3219,4590,34,250,0.04,KB자산운용 (RISE)
0049K0,ACE 미국배당퀄리티채권혼합50,11355,5,0.04,11370.0,1.3753,15201,172,250,-0.13,한국투자신탁운용 (ACE)
0192T0,SOL 코스닥TOP10,6295,110,1.78,6299.0,,324986,2078,249,-0.06,신한자산운용 (SOL)
0186L0,KoAct 미국로봇피지컬AI액티브,10555,420,4.14,10517.0,,35304,372,248,0.36,삼성액티브자산운용 (KoAct)
0193G0,KoAct 코스피액티브,8530,125,1.49,8550.0,,386820,3413,247,-0.23,삼성액티브자산운용 (KoAct)
292500,SOL KRX300,49410,725,1.49,49200.0,9.1043,61,3,247,0.43,신한자산운용 (SOL)
0206G0,1Q 현대차기아채권혼합50,8550,170,2.03,8556.0,,271117,2330,244,-0.07,기타
292160,TIGER KRX300,48635,850,1.78,48309.0,9.0841,943,47,243,0.67,미래에셋자산운용 (TIGER)
159800,마이티 코스피100,86790,1015,1.18,87333.0,13.1531,656,58,243,-0.62,기타 (MIGHTY)
289250,TIGER MSCI KOREA ESG유니버설,34915,705,2.06,34933.0,17.6262,199,7,241,-0.05,미래에셋자산운용 (TIGER)
228820,TIGER KTOP30,18500,415,2.29,18447.0,3.8038,3857,73,241,0.29,미래에셋자산운용 (TIGER)
300950,KODEX 게임산업,5430,25,0.46,5412.0,-19.688,30482,168,239,0.33,삼성자산운용 (KODEX)
433220,에셋플러스 글로벌대장장이액티브,32235,780,2.48,32351.0,-2.6463,49694,1601,239,-0.36,기타
438320,TIGER 차이나항셍테크레버리지(합성 H),5405,-325,-5.67,5435.0,-14.2858,48520,270,237,-0.55,미래에셋자산운용 (TIGER)
364690,KODEX 혁신기술테마액티브,39190,755,1.96,39250.0,8.0954,551,22,235,-0.15,삼성자산운용 (KODEX)
195970,PLUS 선진국MSCI(합성 H),16105,130,0.81,16120.0,0.2824,3694,59,235,-0.09,한화자산운용 (PLUS)
0103T0,1Q K소버린AI,7830,200,2.62,7842.0,-19.8152,47029,374,235,-0.15,기타
479850,HANARO K-뷰티,15580,-460,-2.87,15616.0,-4.9645,27904,442,234,-0.23,NH-Amundi자산운용 (HANARO)
204450,KODEX 차이나H레버리지(H),2225,-75,-3.26,2229.0,-14.4982,185315,415,234,-0.18,삼성자산운용 (KODEX)
416090,ACE 중국과창판STAR50,15500,100,0.65,15515.0,30.1775,34593,546,233,-0.1,한국투자신탁운용 (ACE)
463300,RISE 중국본토CSI300,14510,0,0.0,14661.0,2.8348,2212,32,232,-1.03,KB자산운용 (RISE)
368190,HANARO Fn K-뉴딜디지털플러스,7185,100,1.41,7117.0,-25.7338,2562,18,230,0.96,NH-Amundi자산운용 (HANARO)
0220B0,DS 코스닥액티브,10435,-355,-3.29,10470.0,,679184,7498,230,-0.33,기타
0047P0,RISE 테슬라고정테크100,15300,80,0.53,15332.0,6.2792,5643,86,230,-0.21,KB자산운용 (RISE)
139250,TIGER 200 에너지화학,17015,630,3.84,17083.0,-13.6093,34231,596,228,-0.4,미래에셋자산운용 (TIGER)
471460,KIWOOM 국고채30년액티브,45320,-275,-0.6,45344.0,-16.0918,4883,221,227,-0.05,기타
0026E0,KODEX 미국S&P500버퍼3월액티브,12240,0,0.0,12359.0,2.8571,1125,13,226,-0.96,삼성자산운용 (KODEX)
169950,KODEX 차이나A50,28165,240,0.86,28198.0,0.1254,1403,39,225,-0.12,삼성자산운용 (KODEX)
367740,HANARO Fn5G산업,40945,775,1.93,40810.0,7.5268,1458,61,225,0.33,NH-Amundi자산운용 (HANARO)
457690,KODEX 33-06 국고채액티브,10400,-35,-0.34,10411.0,-2.9303,6287,65,225,-0.11,삼성자산운용 (KODEX)
497780,KoAct 미국천연가스인프라액티브,11490,65,0.57,11569.0,4.026,7134,81,224,-0.68,삼성액티브자산운용 (KoAct)
0153X0,PLUS 미국고배당주액티브,11425,95,0.84,11419.0,2.3785,59131,674,223,0.05,한화자산운용 (PLUS)
108590,TREX 200,110335,2705,2.51,109359.0,11.7496,42,4,221,0.89,기타
091220,TIGER 은행,16680,70,0.42,16672.0,0.1329,35771,602,220,0.05,미래에셋자산운용 (TIGER)
229720,KODEX KTOP30,36505,720,2.01,36516.0,3.3909,5215,195,219,-0.03,삼성자산운용 (KODEX)
376410,TIGER 탄소효율그린뉴딜,24330,300,1.25,24288.0,7.4543,419,10,219,0.17,미래에셋자산운용 (TIGER)
375760,HANARO 탄소효율그린뉴딜,24315,330,1.38,24240.0,7.8497,2149,54,219,0.31,NH-Amundi자산운용 (HANARO)
225130,ACE 골드선물 레버리지(합성 H),43745,1490,3.53,43907.0,-31.1528,2160,94,219,-0.37,한국투자신탁운용 (ACE)
0144M0,KODEX 미국드론UAM TOP10,7805,115,1.5,7865.0,-12.2647,22904,179,219,-0.76,삼성자산운용 (KODEX)
239660,PLUS 우량회사채50,121180,-40,-0.03,121195.0,0.3061,614,74,218,-0.01,한화자산운용 (PLUS)
442550,RISE TDF2030액티브 적격,15015,15,0.1,14965.0,1.9714,2950,44,218,0.33,KB자산운용 (RISE)
300640,RISE 게임테마,6175,-5,-0.08,6177.0,-21.6827,2330,14,216,-0.03,KB자산운용 (RISE)
0190M0,KIWOOM 미국AI테크하이베타,9190,295,3.32,9325.0,,100127,940,216,-1.45,기타
337120,KODEX 멀티팩터,35925,1430,4.15,34855.0,9.1176,160,5,216,3.07,삼성자산운용 (KODEX)
415760,SOL 차이나육성산업액티브(합성),15795,25,0.16,15980.0,31.5811,31729,511,215,-1.16,신한자산운용 (SOL)
464600,SOL 자동차소부장Fn,22565,1065,4.95,22585.0,5.0393,11651,269,214,-0.09,신한자산운용 (SOL)
117680,KODEX 철강,10520,295,2.89,10534.0,-38.4946,7265,76,214,-0.13,삼성자산운용 (KODEX)
489000,PLUS 일본엔화초단기국채(합성),9590,5,0.05,9605.0,-2.044,60300,578,211,-0.16,한화자산운용 (PLUS)
481340,RISE 미국30년국채액티브,9360,0,0.0,9354.0,-3.4664,24831,232,211,0.06,KB자산운용 (RISE)
364990,TIGER 게임TOP10,4620,25,0.54,4632.0,-19.9085,125937,586,210,-0.26,미래에셋자산운용 (TIGER)
0177A0,WON 두산그룹포커스,8405,505,6.39,8413.0,-27.256,85591,738,210,-0.1,우리자산운용 (WON)
461450,KODEX 코스닥글로벌,13860,65,0.47,13859.0,-30.0138,17885,254,208,0.01,삼성자산운용 (KODEX)
404260,KODEX 기후변화솔루션,23090,1120,5.1,22768.0,-11.4743,1554,35,208,1.41,삼성자산운용 (KODEX)
0209Z0,ACE 코리아AI전력TOP10,6805,285,4.37,6811.0,,890618,6165,208,-0.09,한국투자신탁운용 (ACE)
0127R0,RISE 미국AI클라우드인프라,17240,400,2.38,17380.0,7.5351,15803,276,207,-0.81,KB자산운용 (RISE)
253290,RISE 헬스케어채권혼합,11365,50,0.44,11372.0,-10.8109,11354,129,205,-0.06,KB자산운용 (RISE)
152380,KODEX 국채선물10년,64300,-210,-0.33,64267.0,-4.3163,652,41,204,0.05,삼성자산운용 (KODEX)
289040,KODEX MSCI KOREA ESG유니버설,33720,750,2.27,33478.0,15.4145,58,1,202,0.72,삼성자산운용 (KODEX)
0104P0,TIGER 코리아배당다우존스위클리커버드콜,11235,175,1.58,11234.0,-6.7776,27284,307,202,0.01,미래에셋자산운용 (TIGER)
445910,TIGER MKF배당귀족,20070,205,1.03,20073.0,-9.102,1899,38,201,-0.01,미래에셋자산운용 (TIGER)
483330,ACE 마이크로소프트밸류체인액티브,14305,80,0.56,14301.0,5.0978,9500,135,200,0.03,한국투자신탁운용 (ACE)
468370,KODEX iShares미국인플레이션국채액티브,11600,50,0.43,11590.0,-0.1385,15796,183,200,0.09,삼성자산운용 (KODEX)
381560,HANARO Fn전기&수소차,17290,605,3.63,17213.0,0.7846,14903,260,199,0.45,NH-Amundi자산운용 (HANARO)
461910,PLUS 미국테크TOP10레버리지(합성),39735,675,1.73,40134.0,-0.8378,318,12,199,-0.99,한화자산운용 (PLUS)
407310,HANARO 200 TOP10,16535,200,1.22,16537.0,-5.8691,7278,122,198,-0.01,NH-Amundi자산운용 (HANARO)
217770,TIGER 원유선물인버스(H),1316,-48,-3.52,1317.0,-7.7756,670320,884,197,-0.08,미래에셋자산운용 (TIGER)
236350,TIGER 인도니프티50레버리지(합성),31595,-385,-1.2,31542.0,-9.1478,2932,92,196,0.17,미래에셋자산운용 (TIGER)
226980,KODEX 200 중소형,21675,510,2.41,21581.0,-23.2223,3976,86,195,0.44,삼성자산운용 (KODEX)
0220A0,KIWOOM 현대차그룹TOP3채권혼합50,9730,200,2.1,9746.0,,89220,874,195,-0.16,기타
0051A0,KoAct 브로드컴밸류체인액티브,25705,410,1.62,26013.0,13.4559,7003,181,193,-1.18,삼성액티브자산운용 (KoAct)
487950,KODEX 대만테크고배당다우존스,13290,325,2.51,13305.0,7.6669,29073,384,193,-0.11,삼성자산운용 (KODEX)
219390,RISE 미국S&P원유생산기업(합성 H),7830,300,3.98,7752.0,5.536,47350,367,192,1.01,KB자산운용 (RISE)
371450,TIGER 글로벌클라우드컴퓨팅INDXX,12595,-280,-2.17,12735.0,22.0957,4834,61,191,-1.1,미래에셋자산운용 (TIGER)
213630,PLUS 미국다우존스고배당주(합성 H),20750,-315,-1.5,20865.0,6.014,14145,294,191,-0.55,한화자산운용 (PLUS)
0203R0,WON 중단기종합채권(A-이상)액티브,50190,0,0.0,50205.0,,0,0,191,-0.03,우리자산운용 (WON)
447660,PLUS 애플채권혼합,14125,95,0.68,14073.0,6.5707,56647,798,191,0.37,한화자산운용 (PLUS)
304760,HANARO KRX300,47610,735,1.57,47374.0,9.2902,85,4,190,0.5,NH-Amundi자산운용 (HANARO)
284980,RISE 200금융,22585,70,0.31,22581.0,-0.7783,6768,155,190,0.02,KB자산운용 (RISE)
0192S0,SOL 코스피200채권혼합50,9460,60,0.64,9466.0,,233576,2251,189,-0.06,신한자산운용 (SOL)
0221Z0,ACE K바이오코스닥액티브,9415,-80,-0.84,9431.0,,433443,4129,188,-0.17,한국투자신탁운용 (ACE)
460660,RISE 미국S&P배당킹,12550,-135,-1.06,12576.0,7.7103,11860,149,188,-0.21,KB자산운용 (RISE)
417630,TIGER KEDI혁신기업ESG30,17905,215,1.22,17928.0,-11.2882,1178,21,188,-0.13,미래에셋자산운용 (TIGER)
183710,RISE 주식혼합,93790,1450,1.57,93243.0,10.2441,185,17,188,0.59,KB자산운용 (RISE)
391670,HK 베스트일레븐액티브,28750,630,2.24,28578.0,19.3445,204,5,187,0.6,기타
